Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1880428,MALARIA_EST_MORTALITY,COUNTRY,HND,AMR,Americas,YEAR,2021,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
5351747,MALARIA_EST_MORTALITY,COUNTRY,PNG,WPR,Western Pacific,YEAR,2015,,,,,,,,,21.27 [8.61-39.08],21.27356,8.61236,39.0816,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
1927099,MALARIA_EST_MORTALITY,COUNTRY,STP,AFR,Africa,YEAR,2017,,,,,,,,,0.48 [0.48-0.48],0.48316,0.48316,0.48316,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
7262746,MALARIA_EST_MORTALITY,COUNTRY,STP,AFR,Africa,YEAR,2015,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
3829496,MALARIA_EST_MORTALITY,COUNTRY,VUT,WPR,Western Pacific,YEAR,2010,,,,,,,,,11.33 [5.04-20.15],11.33278,5.03679,20.14716,,2024-12-10T17:44:48Z,2010,2010-01-01,2010-12-31
7464696,MALARIA_EST_MORTALITY,COUNTRY,KGZ,EUR,Europe,YEAR,2013,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2013,2013-01-01,2013-12-31
2297791,MALARIA_EST_MORTALITY,COUNTRY,PAN,AMR,Americas,YEAR,2010,,,,,,,,,0.04 [0.04-0.04],0.04113,0.04113,0.04113,,2024-12-10T17:44:48Z,2010,2010-01-01,2010-12-31
9236059,MALARIA_EST_MORTALITY,COUNTRY,AFG,EMR,Eastern Mediterranean,YEAR,2015,,,,,,,,,0.67 [0.28-1.21],0.66614,0.2833,1.20594,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
856053,MALARIA_EST_MORTALITY,COUNTRY,BDI,AFR,Africa,YEAR,2020,,,,,,,,,57.77 [43.11-83.01],57.7711,43.10818,83.00682,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
6131638,MALARIA_EST_MORTALITY,COUNTRY,PHL,WPR,Western Pacific,YEAR,2006,,,,,,,,,0.39 [0.17-0.69],0.39076,0.17132,0.6949,,2024-12-10T17:44:48Z,2006,2006-01-01,2006-12-31
8299582,MALARIA_EST_MORTALITY,COUNTRY,BDI,AFR,Africa,YEAR,2001,,,,,,,,,178.95 [164.87-194.44],178.94704,164.86883,194.44212,,2024-12-10T17:44:48Z,2001,2001-01-01,2001-12-31
5189472,MALARIA_EST_MORTALITY,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2001,,,,,,,,,30.11 [7.85-83.78],30.10759,7.85415,83.77764,,2024-12-10T17:44:48Z,2001,2001-01-01,2001-12-31
3519583,MALARIA_EST_MORTALITY,COUNTRY,SLV,AMR,Americas,YEAR,2001,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2001,2001-01-01,2001-12-31
182448,MALARIA_EST_MORTALITY,COUNTRY,AZE,EUR,Europe,YEAR,2002,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2002,2002-01-01,2002-12-31
8851990,MALARIA_EST_MORTALITY,REGION,EMR,,,YEAR,2004,,,,,,,,,2.77 [1.72-5.23],2.7661,1.71648,5.23367,,2024-12-10T17:44:48Z,2004,2004-01-01,2004-12-31
303797,MALARIA_EST_MORTALITY,COUNTRY,MRT,AFR,Africa,YEAR,2002,,,,,,,,,23.52 [22.71-24.50],23.5152,22.71189,24.50109,,2024-12-10T17:44:48Z,2002,2002-01-01,2002-12-31
3775427,MALARIA_EST_MORTALITY,COUNTRY,MEX,AMR,Americas,YEAR,2018,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
404792,MALARIA_EST_MORTALITY,COUNTRY,SEN,AFR,Africa,YEAR,2014,,,,,,,,,9.99 [4.08-18.12],9.99145,4.0842,18.11763,,2024-12-10T17:44:48Z,2014,2014-01-01,2014-12-31
2196516,MALARIA_EST_MORTALITY,COUNTRY,COD,AFR,Africa,YEAR,2017,,,,,,,,,78.77 [57.59-107.46],78.77162,57.59071,107.46265,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
4105651,MALARIA_EST_MORTALITY,REGION,WPR,,,YEAR,2018,,,,,,,,,0.39 [0.19-0.67],0.39498,0.19314,0.67435,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
5956793,MALARIA_EST_MORTALITY,COUNTRY,NIC,AMR,Americas,YEAR,2001,,,,,,,,,0.04 [0.04-0.04],0.04467,0.04467,0.04467,,2024-12-10T17:44:48Z,2001,2001-01-01,2001-12-31
1213052,MALARIA_EST_MORTALITY,COUNTRY,PAN,AMR,Americas,YEAR,2003,,,,,,,,,0.19 [0.19-0.19],0.18716,0.18716,0.18716,,2024-12-10T17:44:48Z,2003,2003-01-01,2003-12-31
1435221,MALARIA_EST_MORTALITY,COUNTRY,VNM,WPR,Western Pacific,YEAR,2015,,,,,,,,,0.02 [0.01-0.03],0.01754,0.00877,0.02777,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
8534933,MALARIA_EST_MORTALITY,COUNTRY,NER,AFR,Africa,YEAR,2002,,,,,,,,,166.40 [156.02-177.74],166.4002,156.01891,177.73702,,2024-12-10T17:44:48Z,2002,2002-01-01,2002-12-31
3425020,MALARIA_EST_MORTALITY,COUNTRY,VNM,WPR,Western Pacific,YEAR,2014,,,,,,,,,0.03 [0.02-0.05],0.03404,0.01628,0.05328,,2024-12-10T17:44:48Z,2014,2014-01-01,2014-12-31
3789003,MALARIA_EST_MORTALITY,COUNTRY,VUT,WPR,Western Pacific,YEAR,2009,,,,,,,,,9.45 [3.44-19.34],9.45301,3.43746,19.33571,,2024-12-10T17:44:48Z,2009,2009-01-01,2009-12-31
424585,MALARIA_EST_MORTALITY,COUNTRY,GEO,EUR,Europe,YEAR,2002,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2002,2002-01-01,2002-12-31
5707662,MALARIA_EST_MORTALITY,COUNTRY,CAF,AFR,Africa,YEAR,2003,,,,,,,,,147.91 [135.53-162.41],147.91306,135.53213,162.41434,,2024-12-10T17:44:48Z,2003,2003-01-01,2003-12-31
9249593,MALARIA_EST_MORTALITY,COUNTRY,NGA,AFR,Africa,YEAR,2016,,,,,,,,,87.92 [75.66-103.81],87.91637,75.66422,103.80589,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
4112415,MALARIA_EST_MORTALITY,COUNTRY,MEX,AMR,Americas,YEAR,2015,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
7586221,MALARIA_EST_MORTALITY,COUNTRY,GAB,AFR,Africa,YEAR,2002,,,,,,,,,24.46 [22.82-26.39],24.45851,22.82299,26.3914,,2024-12-10T17:44:48Z,2002,2002-01-01,2002-12-31
4240816,MALARIA_EST_MORTALITY,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2019,,,,,,,,,0.21 [0.10-0.34],0.2115,0.10466,0.34014,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
7687499,MALARIA_EST_MORTALITY,COUNTRY,KGZ,EUR,Europe,YEAR,2014,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2014,2014-01-01,2014-12-31
2547717,MALARIA_EST_MORTALITY,COUNTRY,LAO,WPR,Western Pacific,YEAR,2005,,,,,,,,,2.82 [1.11-5.34],2.81586,1.11325,5.33705,,2024-12-10T17:44:48Z,2005,2005-01-01,2005-12-31
2561207,MALARIA_EST_MORTALITY,COUNTRY,BDI,AFR,Africa,YEAR,2011,,,,,,,,,48.89 [45.52-52.79],48.88877,45.52387,52.78876,,2024-12-10T17:44:48Z,2011,2011-01-01,2011-12-31
4301437,MALARIA_EST_MORTALITY,COUNTRY,KHM,WPR,Western Pacific,YEAR,2008,,,,,,,,,4.97 [2.22-8.68],4.97127,2.22057,8.68247,,2024-12-10T17:44:48Z,2008,2008-01-01,2008-12-31
4328508,MALARIA_EST_MORTALITY,REGION,EMR,,,YEAR,2006,,,,,,,,,2.88 [1.79-5.87],2.87738,1.78881,5.87372,,2024-12-10T17:44:48Z,2006,2006-01-01,2006-12-31
6104702,MALARIA_EST_MORTALITY,COUNTRY,PNG,WPR,Western Pacific,YEAR,2008,,,,,,,,,34.92 [8.56-77.41],34.91577,8.56188,77.4088,,2024-12-10T17:44:48Z,2008,2008-01-01,2008-12-31
6670104,MALARIA_EST_MORTALITY,COUNTRY,TGO,AFR,Africa,YEAR,2000,,,,,,,,,96.07 [90.82-101.89],96.06937,90.81648,101.88645,,2024-12-10T17:44:48Z,2000,2000-01-01,2000-12-31
6724287,MALARIA_EST_MORTALITY,COUNTRY,COD,AFR,Africa,YEAR,2014,,,,,,,,,76.73 [60.62-96.48],76.72642,60.61592,96.48326,,2024-12-10T17:44:48Z,2014,2014-01-01,2014-12-31
1563522,MALARIA_EST_MORTALITY,COUNTRY,GHA,AFR,Africa,YEAR,2013,,,,,,,,,57.03 [54.77-59.70],57.02874,54.77213,59.70162,,2024-12-10T17:44:48Z,2013,2013-01-01,2013-12-31
5135642,MALARIA_EST_MORTALITY,COUNTRY,SLB,WPR,Western Pacific,YEAR,2002,,,,,,,,,113.22 [44.58-225.12],113.22154,44.58236,225.11885,,2024-12-10T17:44:48Z,2002,2002-01-01,2002-12-31
3627053,MALARIA_EST_MORTALITY,COUNTRY,HTI,AMR,Americas,YEAR,2013,,,,,,,,,1.75 [0.68-3.42],1.75192,0.67887,3.41623,,2024-12-10T17:44:48Z,2013,2013-01-01,2013-12-31
3694682,MALARIA_EST_MORTALITY,COUNTRY,MWI,AFR,Africa,YEAR,2004,,,,,,,,,95.14 [90.64-99.90],95.13839,90.64266,99.89811,,2024-12-10T17:44:48Z,2004,2004-01-01,2004-12-31
7235780,MALARIA_EST_MORTALITY,COUNTRY,PHL,WPR,Western Pacific,YEAR,2005,,,,,,,,,0.33 [0.14-0.58],0.32692,0.1429,0.57945,,2024-12-10T17:44:48Z,2005,2005-01-01,2005-12-31
4011590,MALARIA_EST_MORTALITY,COUNTRY,HND,AMR,Americas,YEAR,2006,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2006,2006-01-01,2006-12-31
5795413,MALARIA_EST_MORTALITY,COUNTRY,CMR,AFR,Africa,YEAR,2007,,,,,,,,,93.50 [87.23-100.36],93.49638,87.23028,100.36069,,2024-12-10T17:44:48Z,2007,2007-01-01,2007-12-31
7545762,MALARIA_EST_MORTALITY,COUNTRY,PRK,SEAR,South-East Asia,YEAR,2011,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2011,2011-01-01,2011-12-31
2412517,MALARIA_EST_MORTALITY,COUNTRY,GNQ,AFR,Africa,YEAR,2007,,,,,,,,,56.75 [52.31-61.87],56.75435,52.31438,61.86996,,2024-12-10T17:44:48Z,2007,2007-01-01,2007-12-31
4139535,MALARIA_EST_MORTALITY,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,2009,,,,,,,,,8.09 [3.55-13.93],8.08525,3.54652,13.9258,,2024-12-10T17:44:48Z,2009,2009-01-01,2009-12-31
7593052,MALARIA_EST_MORTALITY,COUNTRY,STP,AFR,Africa,YEAR,2014,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2014,2014-01-01,2014-12-31
2453099,MALARIA_EST_MORTALITY,COUNTRY,DZA,AFR,Africa,YEAR,2011,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2011,2011-01-01,2011-12-31
2723206,MALARIA_EST_MORTALITY,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,2019,,,,,,,,,14.65 [4.88-32.17],14.65042,4.87605,32.17472,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
6272596,MALARIA_EST_MORTALITY,COUNTRY,GHA,AFR,Africa,YEAR,2011,,,,,,,,,65.77 [63.14-68.70],65.771,63.14215,68.69875,,2024-12-10T17:44:48Z,2011,2011-01-01,2011-12-31
1192882,MALARIA_EST_MORTALITY,COUNTRY,COG,AFR,Africa,YEAR,2011,,,,,,,,,40.89 [38.44-43.36],40.89182,38.44048,43.36485,,2024-12-10T17:44:48Z,2011,2011-01-01,2011-12-31
1900251,MALARIA_EST_MORTALITY,COUNTRY,CIV,AFR,Africa,YEAR,2011,,,,,,,,,115.29 [106.94-124.37],115.29023,106.94435,124.37125,,2024-12-10T17:44:48Z,2011,2011-01-01,2011-12-31
3856619,MALARIA_EST_MORTALITY,COUNTRY,TGO,AFR,Africa,YEAR,2011,,,,,,,,,58.14 [54.35-62.33],58.13656,54.3485,62.32945,,2024-12-10T17:44:48Z,2011,2011-01-01,2011-12-31
2304669,MALARIA_EST_MORTALITY,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2015,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
4200330,MALARIA_EST_MORTALITY,COUNTRY,IDN,SEAR,South-East Asia,YEAR,2020,,,,,,,,,0.51 [0.25-0.79],0.51489,0.25289,0.78708,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
5977174,MALARIA_EST_MORTALITY,COUNTRY,LAO,WPR,Western Pacific,YEAR,2023,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
2534284,MALARIA_EST_MORTALITY,GLOBAL,GLOBAL,,,YEAR,2006,,,,,,,,,23.28 [22.07-24.50],23.28299,22.06722,24.49956,,2024-12-10T17:44:48Z,2006,2006-01-01,2006-12-31
4544271,MALARIA_EST_MORTALITY,COUNTRY,COL,AMR,Americas,YEAR,2012,,,,,,,,,0.24 [0.24-0.24],0.23713,0.23713,0.23713,,2024-12-10T17:44:48Z,2012,2012-01-01,2012-12-31
8003512,MALARIA_EST_MORTALITY,COUNTRY,IDN,SEAR,South-East Asia,YEAR,2021,,,,,,,,,0.51 [0.25-0.78],0.51019,0.25257,0.7801,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
4691886,MALARIA_EST_MORTALITY,COUNTRY,AZE,EUR,Europe,YEAR,2012,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2012,2012-01-01,2012-12-31
4711889,MALARIA_EST_MORTALITY,COUNTRY,KHM,WPR,Western Pacific,YEAR,2009,,,,,,,,,8.40 [3.88-14.11],8.39872,3.87936,14.10969,,2024-12-10T17:44:48Z,2009,2009-01-01,2009-12-31
6791916,MALARIA_EST_MORTALITY,COUNTRY,IND,SEAR,South-East Asia,YEAR,2012,,,,,,,,,1.71 [0.79-2.97],1.71394,0.7947,2.96772,,2024-12-10T17:44:48Z,2012,2012-01-01,2012-12-31
27599,MALARIA_EST_MORTALITY,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,2014,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2014,2014-01-01,2014-12-31
94799,MALARIA_EST_MORTALITY,COUNTRY,NAM,AFR,Africa,YEAR,2004,,,,,,,,,76.87 [76.87-76.87],76.87183,76.87183,76.87183,,2024-12-10T17:44:48Z,2004,2004-01-01,2004-12-31
7000212,MALARIA_EST_MORTALITY,COUNTRY,TGO,AFR,Africa,YEAR,2008,,,,,,,,,75.81 [71.17-80.89],75.80692,71.17497,80.89421,,2024-12-10T17:44:48Z,2008,2008-01-01,2008-12-31
9047520,MALARIA_EST_MORTALITY,COUNTRY,ETH,AFR,Africa,YEAR,2004,,,,,,,,,45.04 [12.04-138.38],45.03745,12.03866,138.37776,,2024-12-10T17:44:48Z,2004,2004-01-01,2004-12-31
5606901,MALARIA_EST_MORTALITY,COUNTRY,KEN,AFR,Africa,YEAR,2018,,,,,,,,,21.49 [21.03-22.02],21.48899,21.03084,22.02278,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
4274752,MALARIA_EST_MORTALITY,COUNTRY,UGA,AFR,Africa,YEAR,2022,,,,,,,,,37.07 [29.42-49.81],37.06826,29.42126,49.80907,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
3040570,MALARIA_EST_MORTALITY,COUNTRY,CIV,AFR,Africa,YEAR,2001,,,,,,,,,174.04 [163.18-186.16],174.04231,163.17807,186.15538,,2024-12-10T17:44:48Z,2001,2001-01-01,2001-12-31
8319814,MALARIA_EST_MORTALITY,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,2004,,,,,,,,,12.80 [4.99-24.31],12.79918,4.98746,24.30601,,2024-12-10T17:44:48Z,2004,2004-01-01,2004-12-31
7053959,MALARIA_EST_MORTALITY,COUNTRY,TZA,AFR,Africa,YEAR,2003,,,,,,,,,89.31 [85.53-93.22],89.30816,85.53082,93.21769,,2024-12-10T17:44:48Z,2003,2003-01-01,2003-12-31
505129,MALARIA_EST_MORTALITY,COUNTRY,GAB,AFR,Africa,YEAR,2006,,,,,,,,,17.24 [16.51-18.23],17.23753,16.50825,18.232,,2024-12-10T17:44:48Z,2006,2006-01-01,2006-12-31
7620235,MALARIA_EST_MORTALITY,COUNTRY,MWI,AFR,Africa,YEAR,2019,,,,,,,,,36.22 [32.29-41.81],36.22459,32.29307,41.81175,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
4544325,MALARIA_EST_MORTALITY,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2005,,,,,,,,,34.08 [14.46-60.10],34.08473,14.46359,60.09676,,2024-12-10T17:44:48Z,2005,2005-01-01,2005-12-31
6326616,MALARIA_EST_MORTALITY,COUNTRY,ARG,AMR,Americas,YEAR,2000,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2000,2000-01-01,2000-12-31
6461598,MALARIA_EST_MORTALITY,COUNTRY,MLI,AFR,Africa,YEAR,2022,,,,,,,,,61.88 [49.99-77.77],61.87848,49.9855,77.76743,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
8825186,MALARIA_EST_MORTALITY,REGION,WPR,,,YEAR,2006,,,,,,,,,0.70 [0.37-1.20],0.70379,0.37085,1.19743,,2024-12-10T17:44:48Z,2006,2006-01-01,2006-12-31
3742019,MALARIA_EST_MORTALITY,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2012,,,,,,,,,0.84 [0.37-1.41],0.84319,0.37475,1.40532,,2024-12-10T17:44:48Z,2012,2012-01-01,2012-12-31
3930766,MALARIA_EST_MORTALITY,COUNTRY,CIV,AFR,Africa,YEAR,2020,,,,,,,,,39.95 [34.69-46.07],39.9475,34.6908,46.0688,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
491853,MALARIA_EST_MORTALITY,REGION,EMR,,,YEAR,2016,,,,,,,,,1.91 [1.15-2.95],1.90575,1.15479,2.94507,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
572734,MALARIA_EST_MORTALITY,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2023,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
4315137,MALARIA_EST_MORTALITY,COUNTRY,RWA,AFR,Africa,YEAR,2015,,,,,,,,,25.74 [24.82-26.80],25.73878,24.81954,26.80407,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
950826,MALARIA_EST_MORTALITY,COUNTRY,SLB,WPR,Western Pacific,YEAR,2011,,,,,,,,,19.73 [8.77-36.35],19.72909,8.76848,36.35268,,2024-12-10T17:44:48Z,2011,2011-01-01,2011-12-31
4450241,MALARIA_EST_MORTALITY,COUNTRY,CIV,AFR,Africa,YEAR,2007,,,,,,,,,139.54 [130.27-149.71],139.53505,130.26758,149.70608,,2024-12-10T17:44:48Z,2007,2007-01-01,2007-12-31
1098943,MALARIA_EST_MORTALITY,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2018,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
6515400,MALARIA_EST_MORTALITY,COUNTRY,STP,AFR,Africa,YEAR,2010,,,,,,,,,7.7,7.70069,,,,2024-12-10T17:44:48Z,2010,2010-01-01,2010-12-31
5352004,MALARIA_EST_MORTALITY,COUNTRY,RWA,AFR,Africa,YEAR,2006,,,,,,,,,33.91 [32.92-34.97],33.90597,32.91665,34.97058,,2024-12-10T17:44:48Z,2006,2006-01-01,2006-12-31
331027,MALARIA_EST_MORTALITY,REGION,EMR,,,YEAR,2014,,,,,,,,,1.56 [1.00-2.25],1.56231,0.99756,2.24989,,2024-12-10T17:44:48Z,2014,2014-01-01,2014-12-31
7303541,MALARIA_EST_MORTALITY,REGION,WPR,,,YEAR,2008,,,,,,,,,0.51 [0.23-0.95],0.50728,0.2337,0.94529,,2024-12-10T17:44:48Z,2008,2008-01-01,2008-12-31
5755141,MALARIA_EST_MORTALITY,COUNTRY,BRA,AMR,Americas,YEAR,2014,,,,,,,,,0.09,0.08863,,,,2024-12-10T17:44:48Z,2014,2014-01-01,2014-12-31
4065577,MALARIA_EST_MORTALITY,COUNTRY,NAM,AFR,Africa,YEAR,2005,,,,,,,,,84.88 [84.88-84.88],84.8829,84.8829,84.8829,,2024-12-10T17:44:48Z,2005,2005-01-01,2005-12-31
7620271,MALARIA_EST_MORTALITY,COUNTRY,SLV,AMR,Americas,YEAR,2007,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2007,2007-01-01,2007-12-31
2959590,MALARIA_EST_MORTALITY,COUNTRY,ETH,AFR,Africa,YEAR,2005,,,,,,,,,31.17 [8.43-98.22],31.16727,8.4312,98.22264,,2024-12-10T17:44:48Z,2005,2005-01-01,2005-12-31
6582939,MALARIA_EST_MORTALITY,COUNTRY,NGA,AFR,Africa,YEAR,2018,,,,,,,,,88.37 [72.84-109.45],88.36542,72.84207,109.44836,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
142130,MALARIA_EST_MORTALITY,COUNTRY,GNQ,AFR,Africa,YEAR,2015,,,,,,,,,53.72 [45.53-64.86],53.71674,45.53198,64.85901,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
155657,MALARIA_EST_MORTALITY,COUNTRY,GTM,AMR,Americas,YEAR,2017,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
5613826,MALARIA_EST_MORTALITY,COUNTRY,SSD,AFR,Africa,YEAR,2016,,,,,,,,,68.24 [44.26-104.61],68.24497,44.25628,104.60659,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
2237440,MALARIA_EST_MORTALITY,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2023,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
7545934,MALARIA_EST_MORTALITY,COUNTRY,OMN,EMR,Eastern Mediterranean,YEAR,2023,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
9337516,MALARIA_EST_MORTALITY,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,2009,,,,,,,,,10.66 [3.72-29.11],10.66027,3.72121,29.10556,,2024-12-10T17:44:48Z,2009,2009-01-01,2009-12-31
2459989,MALARIA_EST_MORTALITY,COUNTRY,KEN,AFR,Africa,YEAR,2001,,,,,,,,,43.05 [41.35-44.90],43.053,41.3515,44.89681,,2024-12-10T17:44:48Z,2001,2001-01-01,2001-12-31
4227495,MALARIA_EST_MORTALITY,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2022,,,,,,,,,0.99 [0.43-4.45],0.99284,0.42703,4.45442,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
944139,MALARIA_EST_MORTALITY,COUNTRY,BFA,AFR,Africa,YEAR,2001,,,,,,,,,372.63 [348.76-397.68],372.63112,348.75922,397.68195,,2024-12-10T17:44:48Z,2001,2001-01-01,2001-12-31
8044159,MALARIA_EST_MORTALITY,COUNTRY,CAF,AFR,Africa,YEAR,2023,,,,,,,,,98.05 [75.79-127.22],98.05101,75.78914,127.22177,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
6495344,MALARIA_EST_MORTALITY,REGION,EUR,,,YEAR,2021,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
438123,MALARIA_EST_MORTALITY,COUNTRY,MRT,AFR,Africa,YEAR,2005,,,,,,,,,20.99 [20.24-21.78],20.99312,20.24458,21.77568,,2024-12-10T17:44:48Z,2005,2005-01-01,2005-12-31
2932617,MALARIA_EST_MORTALITY,COUNTRY,SUR,AMR,Americas,YEAR,2014,,,,,,,,,1.18,1.17672,,,,2024-12-10T17:44:48Z,2014,2014-01-01,2014-12-31
2939381,MALARIA_EST_MORTALITY,COUNTRY,UGA,AFR,Africa,YEAR,2018,,,,,,,,,36.70 [33.25-41.17],36.69841,33.25327,41.16602,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
4860115,MALARIA_EST_MORTALITY,COUNTRY,KHM,WPR,Western Pacific,YEAR,2023,,,,,,,,,0.02 [0-0.03],0.01614,0,0.03227,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
4907096,MALARIA_EST_MORTALITY,COUNTRY,COL,AMR,Americas,YEAR,2011,,,,,,,,,0.23,0.22954,,,,2024-12-10T17:44:48Z,2011,2011-01-01,2011-12-31
8568924,MALARIA_EST_MORTALITY,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,2021,,,,,,,,,11.09 [4.40-21.70],11.09393,4.39647,21.69895,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
3425284,MALARIA_EST_MORTALITY,COUNTRY,COD,AFR,Africa,YEAR,2011,,,,,,,,,110.77 [92.11-131.64],110.77454,92.11092,131.63579,,2024-12-10T17:44:48Z,2011,2011-01-01,2011-12-31
6886493,MALARIA_EST_MORTALITY,COUNTRY,ARM,EUR,Europe,YEAR,2013,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2013,2013-01-01,2013-12-31
3513099,MALARIA_EST_MORTALITY,REGION,SEAR,,,YEAR,2007,,,,,,,,,2.27 [1.22-3.65],2.26753,1.21808,3.64637,,2024-12-10T17:44:48Z,2007,2007-01-01,2007-12-31
270500,MALARIA_EST_MORTALITY,COUNTRY,DOM,AMR,Americas,YEAR,2009,,,,,,,,,0.26 [0.26-0.26],0.26216,0.26216,0.26216,,2024-12-10T17:44:48Z,2009,2009-01-01,2009-12-31
478460,MALARIA_EST_MORTALITY,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2001,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2001,2001-01-01,2001-12-31
5667530,MALARIA_EST_MORTALITY,COUNTRY,UZB,EUR,Europe,YEAR,2011,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2011,2011-01-01,2011-12-31
5795634,MALARIA_EST_MORTALITY,COUNTRY,DOM,AMR,Americas,YEAR,2023,,,,,,,,,0 [0-0],0,0,0,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
